,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1997-12-12,4.6458330154418945,4.8020830154418945,4.40625,4.5416669845581055,4.5416669845581055,2672400,AMZN,7.4397697,4.8385419845581055,0.296875,0.0
1997-12-16,4.6458330154418945,4.6458330154418945,4.4583330154418945,4.4583330154418945,4.4583330154418945,1687200,AMZN,5.8398,4.6145830154418945,0.15625,0.0
1997-12-18,4.3541669845581055,4.4270830154418945,4.2291669845581055,4.2916669845581055,4.2916669845581055,3204000,AMZN,5.7358065,4.3020830154418945,0.010416030883789062,0.0
1997-12-26,4.5625,4.6458330154418945,4.4895830154418945,4.5208330154418945,4.5208330154418945,487200,AMZN,8.92413,4.953125,0.43229198455810547,0.0
1998-01-08,4.6979169845581055,4.703125,4.53125,4.6145830154418945,4.6145830154418945,6015600,AMZN,8.521665,4.9166669845581055,0.30208396911621094,0.0
1998-01-21,4.9375,5.1666669845581055,4.875,5.0729169845581055,5.0729169845581055,8738400,AMZN,12.379135,5.291666984558105,0.2187499999999991,0.0
1998-01-27,4.8177080154418945,4.8645830154418945,4.6666669845581055,4.75,4.75,4104000,AMZN,8.508992,5.072916984558105,0.3229169845581046,0.0
1998-02-18,5.1458330154418945,5.1458330154418945,5.0520830154418945,5.0729169845581055,5.0729169845581055,2971200,AMZN,10.245359,6.6354169845581055,1.5625,0.0
1998-02-23,5.2916669845581055,5.4166669845581055,5.2083330154418945,5.40625,5.40625,3978000,AMZN,9.865682,6.583333015441894,1.1770830154418936,0.0
1998-02-25,5.46875,5.5416669845581055,5.2604169845581055,5.4895830154418945,5.4895830154418945,6745200,AMZN,11.296073,7.109374999999999,1.6197919845581046,0.0
1998-03-02,6.3229169845581055,6.4375,6.25,6.3541669845581055,6.3541669845581055,10957200,AMZN,4.7138844,6.984375,0.0,-0.6302080154418945
1998-03-10,7.125,7.3541669845581055,6.90625,6.925780773162842,6.925780773162842,24750000,AMZN,8.2890005,7.127604007720947,0.20182323455810547,0.0
1998-03-16,6.6302080154418945,6.7291669845581055,6.5833330154418945,6.5833330154418945,6.5833330154418945,3312000,AMZN,8.759943,7.3854169845581055,0.8020839691162109,0.0
1998-03-20,7.0,7.0729169845581055,6.9270830154418945,7.0,7.0,6412800,AMZN,11.901411,7.859375,0.859375,0.0
1998-03-26,6.8125,6.9791669845581055,6.625,6.8958330154418945,6.8958330154418945,7878000,AMZN,15.236859,7.906249999999999,1.0104169845581046,0.0
1998-04-01,7.1041669845581055,7.53125,7.002604007720947,7.5104169845581055,7.5104169845581055,14451600,AMZN,11.813314,6.75,-0.7604169845581055,0.0
1998-04-09,7.6979169845581055,8.0,7.6354169845581055,7.9375,7.9375,16034400,AMZN,8.930467,7.875,-0.0625,0.0
1998-04-15,8.166666984558105,8.333333015441895,7.875,8.010416984558105,8.010416984558105,11192400,AMZN,9.388348,7.53125,-0.47916698455810547,0.0
1998-04-16,8.010416984558105,8.276041984558105,7.765625,8.208333015441895,8.208333015441895,16244400,AMZN,12.133464,7.583333015441894,-0.6250000000000009,0.0
1998-04-23,7.25,7.25,6.7083330154418945,6.75,6.75,12253200,AMZN,8.569687,7.6302080154418945,0.8802080154418945,0.0
1998-05-05,7.8333330154418945,7.9583330154418945,7.7604169845581055,7.809895992279053,7.809895992279053,5998800,AMZN,10.292937,7.218749999999999,-0.5911459922790536,0.0
1998-05-06,7.8333330154418945,7.8333330154418945,7.5104169845581055,7.53125,7.53125,7438800,AMZN,9.209264,7.1614580154418945,-0.36979198455810547,0.0
1998-05-07,7.5833330154418945,7.75,7.3541669845581055,7.5833330154418945,7.5833330154418945,13887600,AMZN,11.682531,7.34375,-0.23958301544189453,0.0
1998-05-15,7.65625,7.7083330154418945,7.4583330154418945,7.46875,7.46875,4628400,AMZN,4.8708467,7.708333015441895,0.0,-0.23958301544189542
1998-05-20,7.53125,7.625,7.3541669845581055,7.3854169845581055,7.3854169845581055,4048800,AMZN,10.636209,10.416666984558105,3.03125,0.0
1998-05-29,7.15625,7.4166669845581055,7.125,7.34375,7.34375,8641200,AMZN,13.466754,12.635416984558105,5.2916669845581055,0.0
1998-06-02,7.2708330154418945,7.4166669845581055,6.9166669845581055,7.28125,7.28125,8201400,AMZN,8.553068,15.447916984558105,8.166666984558105,0.0
1998-06-05,7.2916669845581055,7.3958330154418945,7.1875,7.375,7.375,3427200,AMZN,12.59557,15.708333015441893,8.333333015441893,0.0
1998-06-08,7.3020830154418945,7.71875,7.25,7.7083330154418945,7.7083330154418945,5463000,AMZN,14.976793,16.458332061767578,8.749999046325684,0.0
1998-06-12,10.583333015441895,10.583333015441895,9.708333015441895,10.166666984558105,10.166666984558105,21655800,AMZN,17.335451,23.25,13.083333015441895,0.0
1998-07-02,19.291667938232422,20.916667938232422,18.75,20.666667938232422,20.666667938232422,52279800,AMZN,26.532751,20.708332061767578,0.04166412353515625,0.0
1998-07-08,18.645832061767578,19.833332061767578,17.0625,17.854167938232422,17.854167938232422,58311600,AMZN,31.641474,17.96875,0.11458206176757812,0.0
1998-07-24,21.541667938232422,21.916667938232422,19.5,20.708332061767578,20.708332061767578,28974000,AMZN,28.29591,20.458332061767578,-0.25,0.0
1998-07-29,20.083332061767578,20.25,17.916667938232422,17.96875,17.96875,19644600,AMZN,31.008955,21.458332061767578,3.489582061767578,0.0
1998-08-07,18.541667938232422,19.8125,18.229167938232422,19.333332061767578,19.333332061767578,23433000,AMZN,18.852049,17.6484375,0.0,1.6848945617675781
1998-08-13,21.770832061767578,22.5,21.166667938232422,21.25,21.25,24629400,AMZN,24.362293,14.3125,-6.9375,0.0
1998-08-21,21.208332061767578,21.713542938232422,20.541667938232422,21.614582061767578,21.614582061767578,15136200,AMZN,30.536402,12.28125,-9.333332061767578,0.0
1998-09-17,13.40625,13.916666984558105,12.75,12.833333015441895,12.833333015441895,42457800,AMZN,24.636032,14.364583015441895,1.53125,0.0
1998-09-24,17.854167938232422,19.479167938232422,16.916667938232422,17.020832061767578,17.020832061767578,51124200,AMZN,27.465744,16.177082061767578,-0.84375,0.0
1998-10-09,15.041666984558105,15.3125,13.958333015441895,15.197916984558105,15.197916984558105,20727000,AMZN,25.629496,21.072917938232422,5.875000953674316,0.0
1998-10-12,16.1875,16.833332061767578,15.5,15.53125,15.53125,21817200,AMZN,25.949867,21.833332061767578,6.302082061767578,0.0
1998-10-14,15.177083015441895,16.270832061767578,14.958333015441895,15.583333015441895,15.583333015441895,15590400,AMZN,27.234968,21.635417938232422,6.052084922790527,0.0
1998-10-15,15.708333015441895,16.3125,15.416666984558105,16.177082061767578,16.177082061767578,16971000,AMZN,26.45744,21.416667938232422,5.239585876464844,0.0
1998-10-30,21.104167938232422,21.635417938232422,20.770832061767578,21.072917938232422,21.072917938232422,21182400,AMZN,29.944124,30.104167938232422,9.03125,0.0
1998-11-10,21.375,23.333332061767578,21.354167938232422,21.958332061767578,21.958332061767578,34375800,AMZN,32.93786,33.25,11.291667938232422,0.0
1998-11-12,20.916667938232422,22.145832061767578,20.833332061767578,21.833332061767578,21.833332061767578,11974800,AMZN,25.463474,31.416667938232422,9.583335876464844,0.0
1998-11-23,31.8125,36.41666793823242,31.010417938232422,36.33333206176758,36.33333206176758,67781400,AMZN,40.7076,40.45833206176758,4.125,0.0
1998-11-25,36.08333206176758,37.25,34.16666793823242,35.05208206176758,35.05208206176758,27522600,AMZN,49.65234,46.125,11.072917938232422,0.0
1998-12-01,30.916667938232422,34.95833206176758,30.333332061767578,34.91666793823242,34.91666793823242,47154600,AMZN,49.07118,53.72916793823242,18.8125,0.0
1998-12-02,34.48958206176758,34.58333206176758,32.92708206176758,33.25,33.25,29649000,AMZN,52.222317,54.16666793823242,20.916667938232422,0.0
1998-12-08,31.604167938232422,34.3125,31.416667938232422,34.01041793823242,34.01041793823242,25549800,AMZN,47.162006,53.54166793823242,19.53125,0.0
1998-12-10,36.27083206176758,37.33333206176758,34.9375,35.52083206176758,35.52083206176758,30361800,AMZN,43.198265,59.15625,23.635417938232422,0.0
1998-12-11,35.01041793823242,37.33333206176758,35.0,37.16666793823242,37.16666793823242,25467600,AMZN,44.87188,62.24999999999999,25.08333206176757,0.0
1998-12-17,44.0,48.58333206176758,43.42708206176758,46.125,46.125,67635000,AMZN,47.303074,92.3125,46.1875,0.0
1999-01-05,54.78125,64.875,53.25,62.25,62.25,62873200,AMZN,54.39111,62.8125,0.0,-0.5625
1999-01-22,49.75,62.9375,49.375,61.5,61.5,43765800,AMZN,71.397675,52.25,-9.25,0.0
1999-01-25,60.75,61.6875,55.0,56.1875,56.1875,27323800,AMZN,74.15313,49.3125,-6.875,0.0
1999-01-28,63.21875,64.375,60.125,61.4375,61.4375,23750600,AMZN,80.68562,50.9375,-10.5,0.0
1999-01-29,60.8125,60.8125,57.5,58.46875,58.46875,16396000,AMZN,81.409744,53.25,-5.21875,0.0
1999-02-02,58.1875,58.21875,54.25,55.125,55.125,13048600,AMZN,72.299706,55.46875,0.34375,0.0
1999-02-08,57.1875,57.5625,52.875,54.5625,54.5625,12598200,AMZN,55.543537,60.65625,6.09375,0.0
1999-02-10,49.125,51.6875,47.5,48.71875,48.71875,13205000,AMZN,54.601265,60.06249999999999,11.343749999999993,0.0
1999-02-12,54.0,54.9375,51.8125,52.25,52.25,7765400,AMZN,60.80672,61.09374999999999,8.843749999999993,0.0
1999-02-23,55.0625,58.5,54.75,57.59375,57.59375,21139200,AMZN,69.10221,66.90625,9.3125,0.0
1999-03-10,68.375,69.46875,67.0,68.5625,68.5625,14117600,AMZN,84.02041,86.09375,17.53125,0.0
1999-03-17,65.65625,66.75,64.125,65.5,65.5,7867400,AMZN,84.42087,89.5,24.0,0.0
1999-03-18,66.4375,70.0,66.1875,69.21875,69.21875,12300200,AMZN,84.41092,91.4375,22.21875,0.0
1999-03-19,70.9375,71.53125,67.5,67.53125,67.53125,10725200,AMZN,84.76814,92.21875,24.6875,0.0
1999-03-29,75.0,75.75,74.0,74.8125,74.8125,18888000,AMZN,77.914665,86.0,11.1875,0.0
1999-04-09,89.0625,93.0,87.875,91.4375,91.4375,6839000,AMZN,90.58959,86.03125,0.0,5.40625
1999-04-20,78.65625,87.15625,76.75,86.0,86.0,20005000,AMZN,75.94324,74.1875,0.0,11.8125
1999-04-26,104.5,107.9375,102.0,103.59375,103.59375,13985000,AMZN,88.115654,68.8125,0.0,34.78125
1999-05-05,71.9375,74.125,66.9375,73.25,73.25,27709800,AMZN,74.85684,60.46875000000001,-12.781249999999993,0.0
1999-05-14,66.5625,67.375,64.90625,66.1875,66.1875,11266800,AMZN,69.71055,58.6875,-7.5,0.0
1999-05-18,68.21875,68.75,65.46875,66.3125,66.3125,12407800,AMZN,66.9656,57.0,-9.3125,0.0
1999-05-19,66.96875,69.8125,66.75,69.78125,69.78125,12619200,AMZN,68.67723,57.96875,0.0,11.8125
1999-05-26,56.59375,60.9375,52.25,60.46875,60.46875,21158600,AMZN,60.574,56.46875,-4.0,0.0
1999-05-27,59.8125,60.28125,57.0,57.28125,57.28125,13573400,AMZN,61.997887,55.65625,-1.625,0.0
1999-06-02,52.375,57.5,48.5625,56.0625,56.0625,36906400,AMZN,60.429432,58.87500000000001,2.812500000000007,0.0
1999-06-04,52.8125,55.0,50.8125,54.21875,54.21875,19491800,AMZN,66.15466,55.09375,0.875,0.0
1999-06-08,60.0,60.6875,55.1875,55.78125,55.78125,13844400,AMZN,69.22071,58.03125,2.25,0.0
1999-06-11,57.5625,58.5,52.375,52.90625,52.90625,13886600,AMZN,70.71185,62.03125000000001,9.125000000000007,0.0
1999-06-16,50.65625,56.5,50.5,55.84375,55.84375,21707200,AMZN,68.17533,62.68749999999999,6.843749999999993,0.0
1999-06-22,61.59375,64.75,58.25,58.75,58.75,16729400,AMZN,67.857124,67.5,8.75,0.0
1999-06-30,58.25,64.625,57.5,62.5625,62.5625,16906200,AMZN,70.329,53.40625,-9.15625,0.0
1999-07-22,58.21875,58.5625,52.375,53.40625,53.40625,57547200,AMZN,64.83499,45.875,-7.53125,0.0
1999-07-27,54.5,55.1875,50.0625,50.5,50.5,23769800,AMZN,60.36129,54.625,4.125,0.0
1999-07-28,50.9921875,53.0625,49.8125,52.875,52.875,25783600,AMZN,59.40223,56.5625,3.6875,0.0
1999-08-02,49.1875,51.0625,46.96875,47.0,47.0,16967800,AMZN,58.02303,59.1875,12.1875,0.0
1999-08-05,43.78125,49.0,41.0,48.625,48.625,37517000,AMZN,53.900993,64.28125,15.65625,0.0
1999-08-10,42.6875,46.09375,41.0,45.5,45.5,23195000,AMZN,52.609497,62.18749999999999,16.687499999999993,0.0
1999-08-11,46.1875,47.625,42.59375,45.46875,45.46875,25655000,AMZN,51.977314,59.53124999999999,14.062499999999993,0.0
1999-08-12,45.5,47.875,44.6875,45.875,45.875,13140800,AMZN,48.8613,60.06249999999999,14.187499999999993,0.0
1999-08-23,57.96875,60.25,57.875,59.1875,59.1875,19206000,AMZN,57.92765,66.0,0.0,-6.8125
1999-08-24,58.0,62.75,57.96875,60.03125,60.03125,25010000,AMZN,58.311832,65.5625,0.0,-5.53125
1999-08-30,63.78125,65.0,58.9375,59.625,59.625,18494400,AMZN,64.343765,62.24999999999999,2.624999999999993,0.0
1999-09-10,65.9375,68.0,64.875,66.5,66.5,12420900,AMZN,72.341446,77.25,10.75,0.0
1999-09-22,62.875,66.5,60.6875,66.0,66.0,10037500,AMZN,71.39394,79.9375,13.9375,0.0
1999-09-29,66.5,85.0,65.75,80.75,80.75,79374400,AMZN,73.76217,80.5,0.0,0.25
1999-10-01,77.0,79.25,76.65625,77.25,77.25,10430300,AMZN,80.92074,78.625,1.375,0.0
1999-10-04,79.4375,79.75,75.75,77.0625,77.0625,9757400,AMZN,79.142685,82.75,5.6875,0.0
1999-10-05,77.125,79.75,74.75,78.4375,78.4375,16420100,AMZN,77.53076,81.25,0.0,-2.8125
1999-10-13,82.5,85.0,79.5625,79.9375,79.9375,11561800,AMZN,82.75954,65.8125,-14.125,0.0
1999-10-15,75.875,77.0625,73.9375,75.0625,75.0625,12186900,AMZN,76.24177,64.9375,-10.125,0.0
1999-10-19,77.625,78.25,75.625,76.625,76.625,7780000,AMZN,73.95865,70.8125,0.0,5.8125
1999-10-20,78.3125,80.625,76.34375,80.5,80.5,7735500,AMZN,75.29444,72.0,0.0,8.5
1999-10-29,72.75,72.8125,69.25,70.625,70.625,9688800,AMZN,69.98568,77.9375,0.0,-7.3125
1999-11-12,73.75,75.0,70.8125,74.9375,74.9375,10319600,AMZN,76.70988,87.75,12.8125,0.0
1999-11-19,77.875,78.125,76.0625,77.9375,77.9375,5760600,AMZN,79.23778,102.5,24.5625,0.0
1999-11-29,95.5,96.875,90.125,90.4375,90.4375,18053700,AMZN,86.41225,97.0,0.0,-6.5625
1999-12-13,106.625,106.625,101.5,102.5,102.5,8653700,AMZN,100.40874,81.9375,0.0,20.5625
1999-12-23,98.0,99.0,89.0625,90.0,90.0,12914600,AMZN,100.286674,64.25,-25.75,0.0
2000-01-03,81.5,89.5625,79.046875,89.375,89.375,16117600,AMZN,81.70677,69.25,0.0,20.125
2000-01-13,64.9375,67.1875,63.125,65.9375,65.9375,10448100,AMZN,67.62285,78.5625,12.625,0.0
2000-01-14,66.75,68.625,64.0,64.25,64.25,6853600,AMZN,68.08735,75.0,10.75,0.0
2000-01-21,64.625,64.625,60.0,62.0625,62.0625,11461900,AMZN,70.702736,76.1875,14.125,0.0
2000-02-17,71.25,71.3125,68.0,69.0,69.0,6129600,AMZN,86.37628,66.875,-2.125,0.0
2000-02-23,64.875,71.75,64.6875,70.4375,70.4375,8441200,AMZN,87.918564,63.74999999999999,-6.687500000000007,0.0
2000-02-24,70.5625,71.375,65.625,68.4375,68.4375,5869300,AMZN,85.15766,66.25,-2.1875,0.0
2000-03-03,63.25,64.75,62.0625,62.5,62.5,6059500,AMZN,76.1141,72.6875,10.1875,0.0
2000-03-06,62.875,67.25,62.8125,63.9375,63.9375,7665800,AMZN,77.0651,73.125,9.1875,0.0
2000-03-17,66.0625,66.375,64.5,64.8125,64.8125,5298500,AMZN,71.14422,67.5625,2.75,0.0
2000-03-24,74.625,75.25,71.3125,72.6875,72.6875,9746000,AMZN,75.98187,46.875,-25.8125,0.0
2000-03-31,66.75,67.125,63.0,67.0,67.0,5115500,AMZN,70.94907,49.8125,-17.1875,0.0
2000-04-03,65.4375,65.6875,62.0,63.5625,63.5625,4865400,AMZN,73.4095,52.4375,-11.125,0.0
2000-04-06,63.4375,65.5,61.875,64.25,64.25,6032700,AMZN,70.11557,55.1875,-9.0625,0.0
2000-04-26,53.3125,57.4375,52.453125,53.5,53.5,12006400,AMZN,63.06622,61.00000000000001,7.500000000000007,0.0
2000-05-01,56.0,60.3125,55.25,59.9375,59.9375,8578500,AMZN,61.373707,51.875,-8.0625,0.0
2000-05-08,56.8125,59.25,55.4375,56.015625,56.015625,3950000,AMZN,61.9741,51.75,-4.265625,0.0
2000-05-19,54.625,55.75,52.25,52.625,52.625,4610900,AMZN,62.804653,48.4375,-4.1875,0.0
2000-05-24,46.4375,49.75,40.4375,48.5625,48.5625,11666600,AMZN,60.12807,46.3125,-2.25,0.0
2000-05-30,47.3125,51.875,47.3125,51.75,51.75,5613200,AMZN,59.11015,46.125,-5.625,0.0
2000-06-07,51.875,52.1875,50.125,51.8125,51.8125,3841200,AMZN,60.27464,37.875,-13.9375,0.0
2000-06-12,52.1875,52.1875,47.0,48.4375,48.4375,3986000,AMZN,59.991005,37.0,-11.4375,0.0
2000-06-14,49.3125,49.875,46.0,46.4375,46.4375,5020500,AMZN,57.769077,36.0625,-10.375,0.0
2000-07-06,36.875,37.375,34.75,36.0625,36.0625,6767100,AMZN,47.21503,31.374999999999996,-4.6875000000000036,0.0
2000-07-11,35.1875,35.25,32.625,33.125,33.125,9896500,AMZN,47.154003,30.250000000000004,-2.8749999999999964,0.0
2000-07-19,41.5,41.5625,39.0,40.875,40.875,4743700,AMZN,48.17787,30.875,-10.0,0.0
2000-07-20,40.9375,43.375,39.5,40.3125,40.3125,6945700,AMZN,50.442154,30.4375,-9.875,0.0
2000-07-25,36.75,38.75,33.25,37.625,37.625,27752500,AMZN,46.176937,37.5625,-0.0625,0.0
2000-08-17,38.0,39.0625,36.875,38.25,38.25,4974100,AMZN,44.31023,42.9375,4.6875,0.0
2000-08-31,43.125,43.1875,41.4375,41.5,41.5,4616300,AMZN,44.443237,41.4375,-0.0625,0.0
2000-09-21,37.4375,40.5,37.25,40.0625,40.0625,7425600,AMZN,43.3425,25.125,-14.9375,0.0
2000-09-29,39.0,41.25,37.625,38.4375,38.4375,6517100,AMZN,41.921722,30.812499999999996,-7.6250000000000036,0.0
2000-10-13,24.25,28.875,23.5,28.4375,28.4375,7633400,AMZN,32.32324,37.5625,9.125,0.0
2000-11-08,36.0,37.0,33.25,33.875,33.875,5835300,AMZN,44.57952,24.6875,-9.1875,0.0
2000-11-10,30.75,31.875,30.0,30.0625,30.0625,5255600,AMZN,35.68342,26.5625,-3.5,0.0
2000-11-24,26.421875,29.125,26.0625,28.9375,28.9375,7639300,AMZN,35.96344,22.875,-6.0625,0.0
2000-12-06,24.6875,26.0,23.625,23.625,23.625,8825800,AMZN,30.843933,17.375,-6.25,0.0
2000-12-07,23.0625,23.4375,20.125,21.375,21.375,10647500,AMZN,30.149553,15.562499999999998,-5.812500000000002,0.0
2000-12-15,22.25,24.25,22.0,22.875,22.875,8713700,AMZN,27.16038,16.375,-6.5,0.0
2001-01-16,18.3125,18.375,17.25,18.0625,18.0625,6017000,AMZN,21.712276,15.812499999999998,-2.2500000000000018,0.0
2001-01-18,18.375,19.5,17.9375,19.5,19.5,4115800,AMZN,22.697292,14.375,-5.125,0.0
2001-02-09,14.3125,14.75,13.375,13.375,13.375,7454000,AMZN,19.208105,12.625,-0.75,0.0
2001-02-12,14.125,15.0,13.703125,14.5,14.5,5295300,AMZN,19.200657,11.875,-2.625,0.0
2001-02-14,14.125,14.75,13.5,14.4375,14.4375,8123400,AMZN,22.358856,11.6875,-2.75,0.0
2001-02-15,13.5,14.625,13.5,14.5,14.5,16384500,AMZN,23.064018,12.25,-2.25,0.0
2001-02-23,11.875,12.0625,11.0625,11.8125,11.8125,5149900,AMZN,17.01169,11.0,-0.8125,0.0
2001-03-01,9.875,10.6875,9.59375,10.4375,10.4375,10996700,AMZN,15.553119,10.1875,-0.25,0.0
2001-03-05,12.375,13.0625,11.5,12.625,12.625,23500700,AMZN,19.1264,10.9399995803833,-1.6850004196166992,0.0
2001-03-06,13.078125,14.0,11.25,11.875,11.875,23191500,AMZN,15.375369,11.640000343322754,-0.2349996566772461,0.0
2001-03-08,11.9375,12.0,11.625,11.6875,11.6875,4957600,AMZN,14.001893,10.0,-1.6875,0.0
2001-03-09,11.4375,12.5,11.375,12.25,12.25,8856700,AMZN,14.773754,10.229999542236328,-2.020000457763672,0.0
2001-03-16,10.625,11.0625,10.25,11.0,11.0,6984200,AMZN,17.33045,8.369999885559082,-2.630000114440918,0.0
2001-03-30,10.119999885559082,10.84000015258789,9.90999984741211,10.229999542236328,10.229999542236328,3558400,AMZN,17.186995,16.200000762939453,5.970001220703125,0.0
2001-04-05,9.020000457763672,9.300000190734863,8.720000267028809,9.119999885559082,9.119999885559082,5424200,AMZN,14.669817,15.270000457763674,6.150000572204592,0.0
2001-04-10,11.239999771118164,13.5,11.199999809265137,12.010000228881836,12.010000228881836,18860400,AMZN,17.902828,17.110000610351562,5.100000381469727,0.0
2001-04-12,13.050000190734863,15.010000228881836,13.0,14.670000076293945,14.670000076293945,11530000,AMZN,17.38292,17.559999465942383,2.8899993896484375,0.0
2001-04-17,13.8100004196167,14.869999885559082,13.75,14.739999771118164,14.739999771118164,5073500,AMZN,14.6606455,16.18000030517578,0.0,-1.4400005340576172
2001-04-18,15.65999984741211,18.15999984741211,15.550000190734863,16.540000915527344,16.540000915527344,19555000,AMZN,22.550001,15.010000228881836,-1.5300006866455078,0.0
2001-05-09,15.550000190734863,15.65999984741211,15.0,15.010000228881836,15.010000228881836,4671000,AMZN,19.73424,16.690000534057617,1.6800003051757812,0.0
2001-05-14,14.529999732971191,14.529999732971191,13.15999984741211,13.329999923706055,13.329999923706055,6194200,AMZN,20.344303,16.440000534057617,3.1100006103515625,0.0
2001-05-25,16.649999618530273,17.530000686645508,16.3700008392334,17.09000015258789,17.09000015258789,6928700,AMZN,18.833931,11.829999923706055,-5.260000228881836,0.0
2001-05-31,15.84000015258789,17.200000762939453,15.75,16.690000534057617,16.690000534057617,9632000,AMZN,18.021717,13.079999923706055,-3.6100006103515625,0.0
2001-06-15,13.010000228881836,13.460000038146973,12.300000190734863,12.489999771118164,12.489999771118164,7671600,AMZN,17.892656,15.8100004196167,3.320000648498535,0.0
2001-06-21,12.680000305175781,13.199999809265137,12.59000015258789,13.079999923706055,13.079999923706055,9777400,AMZN,19.392859,16.979999542236328,3.8999996185302734,0.0
2001-06-22,13.130000114440918,13.270000457763672,12.380000114440918,12.399999618530273,12.399999618530273,6316700,AMZN,18.160059,16.010000228881836,3.6100006103515625,0.0
2001-06-25,12.710000038146973,13.140000343322754,12.569999694824219,12.8100004196167,12.8100004196167,6947000,AMZN,17.172264,16.350000381469727,3.5399999618530273,0.0
2001-06-28,14.229999542236328,14.59000015258789,13.770000457763672,14.359999656677246,14.359999656677246,5516700,AMZN,17.717352,16.979999542236328,2.619999885559082,0.0
2001-07-03,14.489999771118164,14.5,14.0,14.130000114440918,14.130000114440918,2701100,AMZN,16.579931,11.510000228881836,-2.619999885559082,0.0
2001-07-16,16.940000534057617,17.420000076293945,16.010000228881836,16.010000228881836,16.010000228881836,7315800,AMZN,18.350315,11.899999618530273,-4.1100006103515625,0.0
2001-07-17,15.84000015258789,16.489999771118164,15.829999923706055,16.350000381469727,16.350000381469727,3706200,AMZN,17.57562,11.600000381469727,-4.75,0.0
2001-07-19,16.149999618530273,16.799999237060547,16.139999389648438,16.489999771118164,16.489999771118164,5212800,AMZN,21.028624,10.460000038146973,-6.029999732971191,0.0
2001-07-23,17.020000457763672,17.1299991607666,15.960000038146973,16.030000686645508,16.030000686645508,8663900,AMZN,22.505924,10.119999885559082,-5.910000801086426,0.0
2001-08-01,12.729999542236328,12.859999656677246,12.170000076293945,12.5,12.5,5510600,AMZN,20.15866,10.199999809265137,-2.3000001907348633,0.0
2001-08-13,10.100000381469727,10.300000190734863,9.770000457763672,10.119999885559082,10.119999885559082,4831500,AMZN,12.267972,8.59000015258789,-1.5299997329711914,0.0
